id	sexo	idade	vinculo	estacionamento	instalacoes	ambiente
3324	Feminino	36	Servidor	Ruim	Ótimo	Regular
3325	Feminino	29	Servidor	Regular	Bom	Regular
3326	Feminino	34	Servidor	Regular	Ótimo	Ótimo
3327	Masculino	43	Servidor	Bom	Regular	Ruim
3328	Feminino	44	Servidor	Regular	Bom	Ótimo
3329	Masculino	40	Terceirizado	Ruim	Bom	Ótimo
3330	Feminino	35	Servidor	Ruim	Ótimo	Bom
3331	Masculino	34	Terceirizado	Regular	Ruim	Ótimo
3332	Feminino	39	Servidor	Ruim	Regular	Regular
3333	Masculino	39	Terceirizado	Ruim	Bom	Ótimo
3334	Feminino	40	Terceirizado	Regular	Ótimo	Ótimo
3335	Feminino	52	Terceirizado	Bom	Bom	Regular
3336	Masculino	41	Servidor	Ruim	Bom	Bom
3337	Masculino	29	Terceirizado	Regular	Ótimo	Ótimo
3338	Masculino	32	Servidor	Ótimo	Regular	Bom
3339	Feminino	35	Terceirizado	Regular	Regular	Ótimo
3340	Masculino	37	Servidor	Ruim	Bom	Bom
3341	Masculino	19	Estagiário	Bom	Bom	Ótimo
3342	Masculino	37	Servidor	Regular	Regular	Bom
